Feature,B,B.pval,NB,NB.pval,MeanDecreaseAccuracy,MeanDecreaseAccuracy.pval,MeanDecreaseGini,MeanDecreaseGini.pval
x20343_726_58788_9_618,1.001001502504383,0.009900990099009901,1.001001502504383,0.009900990099009901,1.001001502504383,0.0297029702970297,0.06402491522924961,0.009900990099009901
x15274_795_50169_7_414,1.0010015025043828,0.04950495049504951,1.0010015025043828,0.019801980198019802,1.001001502504383,0.0297029702970297,0.07342105263157894,0.009900990099009901
x5661_613_35321_3_804,1.001001502504383,0.019801980198019802,1.0010015025043828,0.04950495049504951,1.001001502504383,0.009900990099009901,0.06876061120543293,0.009900990099009901
x16688_930_61457_8_007,1.001001502504383,0.0297029702970297,1.001001502504383,0.019801980198019802,1.001001502504383,0.019801980198019802,0.0746842105263158,0.009900990099009901
x25877_582_54576_12_176,1.0010015025043828,0.0297029702970297,1.001001502504383,0.0297029702970297,1.001001502504383,0.019801980198019802,0.07410526315789474,0.009900990099009901
x8276_625_42609_4_632,1.0010015025043828,0.0297029702970297,1.0010015025043828,0.0297029702970297,1.001001502504383,0.009900990099009901,0.07173684210526317,0.009900990099009901
x21078_814_62189_9_983,1.0010015025043828,0.019801980198019802,1.0010015025043828,0.019801980198019802,1.001001502504383,0.019801980198019802,0.07552631578947369,0.009900990099009901
x23041_1103_67012_11_093,1.001001502504383,0.019801980198019802,1.0010015025043828,0.0297029702970297,1.001001502504383,0.019801980198019802,0.07552631578947369,0.009900990099009901
x8746_625_42619_4_8,1.0010015025043828,0.039603960396039604,1.001001502504383,0.009900990099009901,1.001001502504383,0.009900990099009901,0.06842105263157895,0.009900990099009901
x15692_787_47622_7_538,1.0010015025043828,0.04950495049504951,1.0010015025043828,0.019801980198019802,1.001001502504383,0.04950495049504951,0.07342105263157894,0.009900990099009901
x1960_461_27151_1_995,1.0010015025043828,0.009900990099009901,1.0010015025043828,0.019801980198019802,1.001001502504383,0.009900990099009901,0.07578947368421052,0.009900990099009901
x1974_473_26855_2_009,1.0010015025043828,0.039603960396039604,1.0010015025043828,0.039603960396039604,1.001001502504383,0.039603960396039604,0.07594736842105262,0.009900990099009901
x2662_373_25285_2_607,1.0010015025043828,0.04950495049504951,1.001001502504383,0.009900990099009901,1.001001502504383,0.039603960396039604,0.07189758179231864,0.009900990099009901
x2619_535_32216_2_576,1.001001502504383,0.019801980198019802,1.001001502504383,0.019801980198019802,1.001001502504383,0.0297029702970297,0.0751578947368421,0.009900990099009901
x11909_957_55406_5_99,1.0010015025043828,0.0297029702970297,1.001001502504383,0.0297029702970297,1.001001502504383,0.0297029702970297,0.07410526315789474,0.009900990099009901
x16143_713_47562_7_738,1.0010015025043828,0.039603960396039604,1.0010015025043828,0.039603960396039604,1.001001502504383,0.0297029702970297,0.07594736842105262,0.009900990099009901
x16960_1006_6461_8_109,1.001001502504383,0.019801980198019802,1.001001502504383,0.039603960396039604,1.001001502504383,0.0297029702970297,0.0751578947368421,0.009900990099009901
x9503_1021_51119_5_084,1.0010015025043828,0.039603960396039604,1.0010015025043828,0.04950495049504951,1.001001502504383,0.06930693069306931,0.06568421052631579,0.019801980198019802
x11273_589_42557_5_71,1.001001502504383,0.009900990099009901,1.0010015025043828,0.0297029702970297,1.001001502504383,0.009900990099009901,0.07173684210526317,0.009900990099009901
x6916_807_4669_4_229,1.001001502504383,0.009900990099009901,1.0010015025043828,0.039603960396039604,1.001001502504383,0.009900990099009901,0.06710526315789474,0.009900990099009901
x5920_825_47414_3_879,1.001001502504383,0.009900990099009901,1.001001502504383,0.009900990099009901,1.001001502504383,0.019801980198019802,0.06415789473684211,0.009900990099009901
x11485_990_60874_5_808,1.0010015025043828,0.0297029702970297,1.0010015025043828,0.0297029702970297,1.001001502504383,0.009900990099009901,0.07342105263157894,0.009900990099009901
x510_619_2194_1_105,1.0010015025043828,0.019801980198019802,1.0010015025043828,0.039603960396039604,1.001001502504383,0.0297029702970297,0.0746842105263158,0.009900990099009901
x10264_1017_50976_5_372,1.0010015025043828,0.0297029702970297,1.001001502504383,0.0297029702970297,1.001001502504383,0.039603960396039604,0.07073684210526317,0.009900990099009901
x11729_1005_55357_5_91,1.0010015025043828,0.0297029702970297,1.0010015025043828,0.019801980198019802,1.001001502504383,0.019801980198019802,0.06963157894736842,0.009900990099009901
x13366_957_55472_6_585,1.001001502504383,0.009900990099009901,1.001001502504383,0.019801980198019802,1.001001502504383,0.009900990099009901,0.07342105263157894,0.009900990099009901
x16100_832_55845_7_716,1.001001502504383,0.009900990099009901,1.001001502504383,0.019801980198019802,1.001001502504383,0.009900990099009901,0.06415789473684211,0.009900990099009901
x1926_969_0228_1_991,1.0010015025043828,0.039603960396039604,1.001001502504383,0.0297029702970297,1.001001502504383,0.039603960396039604,0.07410526315789474,0.009900990099009901
x7918_904_59483_4_512,1.0010015025043828,0.019801980198019802,1.001001502504383,0.0297029702970297,1.001001502504383,0.039603960396039604,0.0746842105263158,0.009900990099009901
