"","Feature","%IncMSE","%IncMSE.pval","IncNodePurity","IncNodePurity.pval"
"198","x35362_910_76021_14_497",1.28859282008696,0.0198019801980198,821818575.275868,0.326732673267327
"199","x33142_1030_79149_13_923",1.28715815152862,0.0198019801980198,21786266.0175328,0.356435643564356
"200","x5270_629_34705_3_685",1.28558412077758,0.0099009900990099,72784628870.3686,0.0099009900990099
"201","x37893_880_77556_15_37",1.28281590110919,0.0297029702970297,46068076.208883,0.485148514851485
"202","x30093_758_60782_13_259",1.28262137192039,0.0198019801980198,4367036359.68169,0.0297029702970297
"203","x28209_620_56006_12_784",1.28163978780821,0.0198019801980198,1832558030.37998,0.168316831683168
"204","x15051_824_58182_7_349",1.27859920026674,0.0297029702970297,7704565494.49828,0.0495049504950495
"205","x37415_1002_84558_15_146",1.27709424169782,0.0396039603960396,1667648411.13682,0.267326732673267
"206","x32150_936_75787_13_73",1.2749055282738,0.0099009900990099,42596855.2847565,0.0792079207920792
"207","x1706_361_23712_1_762",1.27483539895426,0.0099009900990099,25925159.6036385,0.495049504950495
"208","x13868_776_58204_6_789",1.2740749814141,0.0198019801980198,2215618326.92443,0.128712871287129
"209","x35581_766_67388_14_509",1.27388744334889,0.0198019801980198,399054169.867949,0.217821782178218
"210","x23890_724_60675_11_554",1.2725089907792,0.0198019801980198,326891739073.033,0.0198019801980198
"211","x4487_613_35241_3_476",1.27154338854438,0.0099009900990099,6707575897.48784,0.0495049504950495
"212","x35731_1026_84147_14_604",1.27130820133622,0.0495049504950495,328002584.356807,0.326732673267327
"213","x1945_546_35662_2",1.26951703126618,0.0495049504950495,2025682501.59275,0.099009900990099
"214","x23585_774_53794_11_431",1.26829201917978,0.0396039603960396,132059664.900055,0.455445544554455
"215","x34836_897_68933_14_409",1.2675295363828,0.0495049504950495,1061544669.45069,0.306930693069307
"216","x30257_695_55899_13_286",1.26589213013053,0.0594059405940594,56267141723.6322,0.0297029702970297
